CampsiteID,FacilityID,CampsiteName,CampsiteType,TypeOfUse,Loop,CampsiteAccessible,CampsiteLongitude,CampsiteLatitude,CreatedDate,LastUpdatedDate
10009913,10000305,1,STANDARD NONELECTRIC,Overnight,Outer Loop,FALSE,0,0,8/23/2019,4/27/2020
66013,231831,12,STANDARD NONELECTRIC,Overnight,OHAR,TRUE,-115.507949,46.086747,5/2/2014,8/19/2020
567070,118290,Group Site A,GROUP STANDARD AREA NONELECTRIC,Overnight,TUSHAR LAKESIDE CAMPGROUND,TRUE,0,0,6/26/2018,1/23/2019
667571,156340,E01,WALK TO,Overnight,TAILWATER EAST CAMPGROUND,FALSE,-91.528162,41.721474,6/26/2018,8/18/2020
10028680,10028678,1,WALK TO,Overnight,Juniper Basin,FALSE,0,0,11/5/2019,11/21/2019
10005221,245489,1,STANDARD NONELECTRIC,Overnight,A,FALSE,-119.988746,38.480999,4/22/2019,6/12/2020
10046289,10046288,1,RV ELECTRIC,Overnight,Upper End,FALSE,-89.730706,34.421509,2/20/2020,8/18/2020
10064531,10064530,8,STANDARD ELECTRIC,Overnight,Panther Bay Park,TRUE,0,0,7/14/2020,7/25/2020
591120,126690,1,EQUESTRIAN NONELECTRIC,Overnight,FRAIZER,FALSE,0,0,6/26/2018,9/18/2019
10035049,10035048,1,STANDARD ELECTRIC,Overnight,,FALSE,-94.824117,35.361588,11/18/2019,8/18/2020
10040118,10032028,Moqui Group Campground Spooner,GROUP STANDARD NONELECTRIC,Overnight,1,TRUE,0,0,1/14/2020,2/14/2020
10067303,10067302,1,STANDARD ELECTRIC,Overnight,Oakland Park,TRUE,0,0,7/24/2020,8/17/2020
102592,269838,Heybrook Lookout,LOOKOUT,Overnight,HEYBROOK LOOKOUT,FALSE,-121.5352,47.808397,9/7/2017,6/3/2019
10060226,10060225,Ford's Well 1,RV ELECTRIC,Overnight,Main Loop,FALSE,0,0,6/22/2020,6/30/2020
10003363,10003362,1,STANDARD NONELECTRIC,Overnight, ,FALSE,-111.708643,46.651503,2/21/2019,5/28/2020
675122,158243,1,MANAGEMENT,Day,Visitor Center,TRUE,-107.496598,44.787932,6/26/2018,3/23/2020
10058091,10058090,1,STANDARD ELECTRIC,Overnight,SC,FALSE,-93.767828,34.240012,6/11/2020,7/20/2020
10038713,10038712,1,STANDARD ELECTRIC,Overnight,,FALSE,-95.849423,37.257456,12/19/2019,8/18/2020
10008945,10008944,1,STANDARD NONELECTRIC,Overnight,A,FALSE,-120.955844,40.155785,7/30/2019,3/23/2020
10040121,258667,1,RV NONELECTRIC,Overnight,A,FALSE,-82.145906,35.815412,1/14/2020,3/23/2020
10036863,10036862,PS1,GROUP SHELTER ELECTRIC,Day,,FALSE,0,0,12/3/2019,12/19/2019
571071,120840,Milton,GROUP STANDARD AREA NONELECTRIC,Overnight,Caldwell Fields,TRUE,0,0,6/26/2018,7/17/2019
10052148,10052147,1,RV ELECTRIC,Overnight,A,FALSE,0,0,5/12/2020,5/25/2020
102146,264293,4,OVERNIGHT SHELTER NONELECTRIC,Overnight,DUCK HARBOR CAMPGROUND,FALSE,-68.653144,44.028185,7/6/2017,4/12/2019
10056208,10056207,1,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,6/3/2020,9/2/2020
10009837,249254,1,STANDARD NONELECTRIC,Overnight,Main,FALSE,0,0,8/23/2019,8/30/2019
10028776,238331,1,GROUP STANDARD NONELECTRIC,Overnight,A,TRUE,0,0,11/7/2019,12/18/2019
10068585,10068584,1,STANDARD ELECTRIC,Overnight,Paraloma Park,TRUE,0,0,7/30/2020,8/7/2020
10011397,10011396,1,EQUESTRIAN NONELECTRIC,Overnight,A,FALSE,-82.741402,35.381144,9/25/2019,3/23/2020
10028981,236938,1,BOAT IN,Overnight,,FALSE,-121.866168,43.846861,11/8/2019,3/23/2020
10001420,10001419,1,STANDARD NONELECTRIC,Overnight,1,FALSE,-103.491914,43.461702,1/18/2019,8/18/2020
102903,272068,21,STANDARD NONELECTRIC,Overnight,Loop 1,FALSE,0,0,10/19/2017,4/12/2019
10003976,239417,1,STANDARD NONELECTRIC,Overnight,,FALSE,-71.559243,44.047259,3/18/2019,3/23/2020
10053716,10053715,Bryant 1,STANDARD ELECTRIC,Overnight,Main Loop,FALSE,0,0,5/21/2020,7/30/2020
101840,256344,23,STANDARD NONELECTRIC,Overnight,SINKHOLE CAMPGROUND,FALSE,-110.884497,34.304415,3/16/2017,4/12/2019
101048,255118,Group A,GROUP STANDARD NONELECTRIC,Overnight,Lower Onion Creek Group Site,FALSE,-109.361089,38.736369,1/12/2017,11/12/2019
10004433,273308,Shelter 1,GROUP SHELTER NONELECTRIC,Day,Picnic Area,FALSE,-123.56927,43.9039,3/28/2019,6/26/2020
102052,260558,3,STANDARD NONELECTRIC,Overnight,MEADOW LAKE CAMPGROUND,FALSE,-113.317516,44.434482,5/18/2017,4/12/2019
10035340,235764,1,STANDARD NONELECTRIC,Overnight,East Spur,FALSE,0,0,11/18/2019,6/20/2020
102253,267070,14,STANDARD NONELECTRIC,Overnight,Loop 1,FALSE,-121.966102,43.564567,7/27/2017,3/23/2020
10007131,10007130,1,CABIN ELECTRIC,Overnight,A unit,FALSE,-77.359269,38.563604,6/18/2019,3/23/2020
10060959,262702,Site 001,STANDARD NONELECTRIC,Overnight,Main,FALSE,0,0,6/25/2020,7/20/2020
10054655,10054654,A1,STANDARD ELECTRIC,Overnight,A,FALSE,0,0,5/26/2020,7/14/2020
672971,159090,1,STANDARD NONELECTRIC,Overnight,MILL RUN RECREATION AREA,TRUE,0,0,6/26/2018,4/12/2019
10039839,10039838,3,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,1/14/2020,6/16/2020
102085,261322,Historic Bushman House,CABIN ELECTRIC,Overnight,Historic Bushman House (Gettysburg),FALSE,0,0,6/1/2017,1/23/2019
10047885,10047884,1,STANDARD NONELECTRIC,Overnight,DHTH,FALSE,0,0,3/25/2020,5/1/2020
94255,250796,32,STANDARD ELECTRIC,Overnight,Davis Bayou Campground,FALSE,-88.795594,30.396695,6/19/2014,3/23/2020
10050236,10050235,Site 1,STANDARD ELECTRIC,Overnight,Main Loop,FALSE,0,0,5/4/2020,5/23/2020
10012079,10012078,1,STANDARD ELECTRIC,Overnight,Point Cedar,FALSE,0,0,10/4/2019,5/30/2020
10041285,10041284,1,STANDARD ELECTRIC,Overnight,A,FALSE,0,0,2/6/2020,3/4/2020
10060886,10060885,Site #1,TENT ONLY NONELECTRIC,Overnight,Meadow Loop,FALSE,0,0,6/25/2020,7/23/2020
102151,265539,1,GROUP STANDARD AREA NONELECTRIC,Overnight,CHIMNEY LOOP CAMPGROUND,TRUE,-84.156944,44.5525,7/13/2017,3/23/2020
10004153,10004152,1,TENT ONLY NONELECTRIC,Overnight,,FALSE,-119.602501,37.741708,3/21/2019,5/7/2020
10048874,10048873,1,STANDARD NONELECTRIC,Overnight,WILLOWS,FALSE,0,0,4/9/2020,5/14/2020
10009240,240242,1,STANDARD NONELECTRIC,Overnight,A,FALSE,-83.914604,34.708024,8/6/2019,3/23/2020
102224,266135,GROUP,GROUP STANDARD NONELECTRIC,Overnight,FRAIZER GROUP,TRUE,-111.128556,33.666806,7/20/2017,3/23/2020
102601,270420,A08,STANDARD NONELECTRIC,Overnight,Loop A,FALSE,-112.153638,34.711165,9/21/2017,3/23/2020
10009518,10009517,Gazebo,PICNIC,Day,Box Canyon,TRUE,-105.222866,41.094444,8/12/2019,3/23/2020
10006106,10005977,Group Shelter,SHELTER ELECTRIC,Day,,TRUE,0,0,5/20/2019,8/13/2019
567670,118990,1,CABIN ELECTRIC,Overnight,BOW RIVER RANGER STATION,TRUE,-106.38917,41.52639,6/26/2018,3/23/2020
10046829,10046828,AA Barn,GROUP STANDARD ELECTRIC,Day,1,FALSE,0,0,3/5/2020,4/14/2020
10007144,246027,Hilltop Hideaway,CABIN ELECTRIC,Overnight,,FALSE,0,0,6/18/2019,8/15/2019
10041475,256892,1,STANDARD NONELECTRIC,Overnight,A,TRUE,-112.783225,40.036565,2/6/2020,5/15/2020
10010173,10010172,1,GROUP STANDARD NONELECTRIC,Overnight,A,TRUE,-123.234366,40.736562,8/28/2019,3/23/2020
10007191,246520,1,STANDARD NONELECTRIC,Overnight,,FALSE,-73.050841,43.891853,6/18/2019,3/23/2020
10040525,10040524,1,RV ELECTRIC,Overnight,,FALSE,0,0,1/24/2020,6/22/2020
100346,252967,9,GROUP STANDARD NONELECTRIC,Overnight,Spring Gap Campground,FALSE,-78.715462,39.563872,12/8/2016,7/10/2020
10047888,247366,1,STANDARD NONELECTRIC,Overnight,EFBR,FALSE,0,0,3/25/2020,5/1/2020
102542,267551,17,STANDARD ELECTRIC,Overnight,B Loop,TRUE,0,0,8/3/2017,7/17/2019
90022,249979,28,STANDARD NONELECTRIC,Overnight,POTWISHA ,FALSE,-118.800064,36.517455,5/2/2014,3/23/2020
102672,270816,143,RV NONELECTRIC,Overnight,RV Non-Generator,FALSE,-112.80977,31.940194,9/28/2017,8/15/2020
10052639,10052638,Site 1,STANDARD ELECTRIC,Overnight,,TRUE,0,0,5/14/2020,5/20/2020
104288,273755,1,GROUP STANDARD AREA NONELECTRIC,Overnight,Loop 1,FALSE,-122.253661,40.752237,2/22/2018,7/4/2020
10004047,261696,1,RV NONELECTRIC,Overnight,A,FALSE,-111.990061,46.993093,3/20/2019,11/13/2019
574570,121390,1,STANDARD NONELECTRIC,Overnight,South Loop,FALSE,-120.715934,47.800033,6/26/2018,3/23/2020
579970,122890,1,STANDARD NONELECTRIC,Overnight,EAGLE CREEK CAMPGROUND,TRUE,0,0,6/26/2018,2/6/2020
10005581,246856,1,STANDARD NONELECTRIC,Overnight,,FALSE,0,0,5/6/2019,8/20/2020
10050607,10050606,1,STANDARD ELECTRIC,Overnight,Main,TRUE,0,0,5/6/2020,5/21/2020
10005254,10005253,1,TENT ONLY NONELECTRIC,Overnight,A,FALSE,-120.007484,38.477314,4/22/2019,9/1/2020
104949,274288,16,STANDARD NONELECTRIC,Overnight,Main Loop,FALSE,-114.215741,34.210249,4/19/2018,4/2/2020
575220,121740,1,CABIN ELECTRIC,Overnight,BIG SPRINGS CABIN SITE,FALSE,0,0,6/26/2018,7/17/2019
576770,122240,2,STANDARD NONELECTRIC,Overnight,Hemlock Loop,TRUE,0,0,6/26/2018,4/12/2019
581375,123340,3,STANDARD NONELECTRIC,Overnight,CIRCLE PARK CAMPGROUND,FALSE,0,0,6/26/2018,7/17/2019
10005868,264686,Rocky Bend Group Site,GROUP STANDARD NONELECTRIC,Overnight,,FALSE,-123.60603,45.239621,5/10/2019,8/19/2020
10005860,249579,1,STANDARD NONELECTRIC,Overnight,A,TRUE,-90.714522,46.038026,5/10/2019,3/23/2020
99827,253457,1,GROUP STANDARD NONELECTRIC,Overnight,Hittle Bottom Group Site,FALSE,-109.322777,38.761163,12/8/2016,7/17/2019
10004920,10004919,73,YURT,Overnight,Glamping,FALSE,0,0,4/11/2019,8/6/2019
10001493,259242,1,TENT ONLY NONELECTRIC,Overnight,Generator,FALSE,0,0,1/24/2019,10/8/2019
10049671,10049270,1,TENT ONLY NONELECTRIC,Overnight,A,FALSE,0,0,4/28/2020,7/16/2020
99692,252280,Indian Creek Falls Group Site,GROUP SHELTER NONELECTRIC,Overnight,Indian Creek Falls Group Site,FALSE,0,0,12/8/2016,1/23/2019
10004590,10004589,Earl Cook 1,GROUP SHELTER ELECTRIC,Day,A,FALSE,-85.174451,32.992751,4/2/2019,7/17/2019
99867,253198,Anna Creek Cabin,CABIN NONELECTRIC,Overnight,ANNA CREEK CABIN,FALSE,-113.790989,48.168528,12/8/2016,3/23/2020
10038871,247591,1,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,12/19/2019,1/18/2020
10006146,239632,1,GROUP STANDARD NONELECTRIC,Overnight,A,TRUE,0,0,5/22/2019,8/26/2019
102040,259557,Echo Park Campground Group Site,GROUP STANDARD AREA NONELECTRIC,Overnight,Echo Park Campground Group Site,FALSE,-108.990989,40.520186,5/4/2017,3/23/2020
10035282,10035281,1,STANDARD ELECTRIC,Overnight,,FALSE,-94.783744,35.321783,11/18/2019,8/18/2020
10028876,10028875,Grapevine Hills 1,STANDARD NONELECTRIC,Overnight,,FALSE,-103.255361,29.340892,11/8/2019,2/15/2020
10041496,10041495,1,TENT ONLY NONELECTRIC,Overnight,,FALSE,0,0,2/6/2020,4/15/2020
99997,252470,2,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Dundo Group Campground,FALSE,-78.717035,38.235657,12/8/2016,3/23/2020
100358,253917,46,STANDARD NONELECTRIC,Overnight,Right Inner Loop,FALSE,-118.673869,36.791344,12/8/2016,3/23/2020
100173,253680,5,STANDARD NONELECTRIC,Overnight,1,FALSE,-107.427039,40.008413,12/8/2016,5/21/2020
10006150,10006149,Overlook Day Use Area,SHELTER ELECTRIC,Day,Shelter,TRUE,0,0,5/22/2019,7/17/2019
10011186,264886,1,STANDARD NONELECTRIC,Overnight,A,FALSE,-82.846517,35.860917,9/18/2019,3/23/2020
100986,254079,9,GROUP SHELTER ELECTRIC,Day,Tailwater West Day Use Area,TRUE,-91.529734,41.721837,12/22/2016,8/18/2020
10058195,10049434,A1,YES,Overnight,A,FALSE,-94.169729,35.438939,6/11/2020,6/29/2020
90043,247762,5,STANDARD NONELECTRIC,Overnight,OWENS CREEK CAMPGROUND,FALSE,-77.485603,39.659421,5/2/2014,3/23/2020
10009676,10009675,Dedication Site Overlook Pavilion,SHELTER ELECTRIC,Day,,TRUE,0,0,8/20/2019,9/18/2019
10001639,270967,1,STANDARD NONELECTRIC,Overnight,,FALSE,-71.794727,44.076366,1/28/2019,3/23/2020
565870,118440,1,TENT ONLY NONELECTRIC,Overnight,ASPEN GROVE CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
578271,122390,38,TENT ONLY NONELECTRIC,Overnight,CARDENS BLUFF CAMPGROUND,FALSE,-82.116981,36.310637,6/26/2018,3/23/2020
10067343,258815,Site 1,HIKE TO,Overnight,Hawk Campground,FALSE,0,0,7/24/2020,9/1/2020
10004301,10004300,1,RV ELECTRIC,Overnight,,FALSE,-98.69776,46.94951,3/26/2019,2/7/2020
10038965,10038964,1,STANDARD NONELECTRIC,Overnight,,FALSE,-95.781836,37.280047,12/19/2019,8/18/2020
10004147,264411,Green River Lake Lodge,CABIN NONELECTRIC,Overnight,Cabin,FALSE,-109.858197,43.312133,3/20/2019,7/17/2019
10028992,10028991,Group Pavilion,GROUP SHELTER NONELECTRIC,Day,N/A,TRUE,0,0,11/8/2019,12/18/2019
10003509,10003508,Eagleview Shelter,GROUP SHELTER ELECTRIC,Day,A,FALSE,-85.181022,32.917917,2/28/2019,7/17/2019
10039994,10039993,1,BOAT IN,Overnight,A,FALSE,-121.124269,39.432533,1/14/2020,3/23/2020
10004409,247867,1,STANDARD NONELECTRIC,Overnight,,FALSE,-120.12211,39.320852,3/28/2019,8/18/2020
10048972,258992,Houchin Ferry Site 1,TENT ONLY NONELECTRIC,Overnight,,FALSE,0,0,4/9/2020,6/12/2020
102031,259345,1,CABIN NONELECTRIC,Overnight,Priest Rock Cabin,FALSE,0,0,4/27/2017,1/23/2019
95179,251262,10:30am-12:30pm Court 003,COURT,Day,Court 003,FALSE,0,0,2/19/2015,1/23/2019
571821,120990,Group 1,GROUP TENT ONLY AREA NONELECTRIC,Overnight,HALFWAY GROUP CAMPGROUND,FALSE,0,0,6/26/2018,1/23/2019
575370,121840,Backbone Rock Pavilion #1,GROUP PICNIC AREA,Day,BACKBONE ROCK RECREATION AREA PAVILIONS,FALSE,-81.814622,36.594492,6/26/2018,3/23/2020
579370,122490,1,STANDARD NONELECTRIC,Overnight,ICE CAP CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
10006413,273975,1,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,5/31/2019,12/18/2019
105093,274410,2,RV NONELECTRIC,Overnight,07N & Silvertip,FALSE,-120.018337,38.481399,6/14/2018,3/23/2020
10038828,10038827,1,MANAGEMENT,Overnight,,FALSE,0,0,12/19/2019,1/14/2020
102118,261791,Site 1,GROUP STANDARD AREA NONELECTRIC,Overnight,CASTLE ROCK GROUP CAMPGROUND,FALSE,-123.818052,45.179811,6/15/2017,7/1/2020
10049526,10049525,1,RV NONELECTRIC,Overnight,1,FALSE,0,0,4/24/2020,5/14/2020
10046916,10046915,1,TENT ONLY NONELECTRIC,Overnight,Lower,FALSE,0,0,3/5/2020,3/23/2020
97506,251709,Group Site ,GROUP STANDARD AREA NONELECTRIC,Overnight,Capitol Reef NP Group Campsite,FALSE,-111.251765,38.278965,9/10/2015,3/23/2020
10048984,10048983,White Oak,HIKE TO,Overnight,White Oak,FALSE,0,0,4/9/2020,5/16/2020
94941,250985,1,STANDARD NONELECTRIC,Overnight,Lmuma Creek,FALSE,-120.449895,46.813806,12/4/2014,4/12/2019
10039072,10039071,1,STANDARD ELECTRIC,Overnight,WW,FALSE,-95.209581,35.917942,12/19/2019,8/18/2020
101628,255281,1,GROUP SHELTER ELECTRIC,Day,Aitch Picnic Shelter,TRUE,-78.162913,40.376628,2/16/2017,8/18/2020
95159,251120,Vista Pavilion,GROUP SHELTER NONELECTRIC,Day,Dry Brooks Day Use Area,TRUE,-76.037538,40.389906,2/5/2015,8/18/2020
96391,251350,Prairie View Shelter,GROUP SHELTER ELECTRIC,Day,Prairie View,TRUE,-83.752627,39.951531,4/9/2015,7/17/2019
103113,272173,Strawberry Cabin,CABIN NONELECTRIC,Overnight,STRAWBERRY CABIN,FALSE,-111.915278,46.475556,11/30/2017,6/3/2019
10046990,10046989,1,STANDARD NONELECTRIC,Overnight,BEAR,FALSE,0,0,3/5/2020,4/18/2020
10058164,10058163,LK Sites 1-6,TENT ONLY NONELECTRIC,Overnight,Stehekin,FALSE,0,0,6/11/2020,7/24/2020
10011388,257007,Super Bowl Group Site,SHELTER NONELECTRIC,Overnight,n/a,FALSE,-109.621006,38.145151,9/25/2019,2/7/2020
10004080,258887,1,RV NONELECTRIC,Overnight,Mather,FALSE,0,0,3/20/2019,7/17/2019
10005352,10005351,Blue Lake Group Site,GROUP RV AREA NONELECTRIC,Overnight,Horseshoe Loop,FALSE,0,0,4/25/2019,7/17/2019
10058235,10058234,1,STANDARD ELECTRIC,Overnight,Loop 1,FALSE,-93.712941,34.150022,6/11/2020,7/20/2020
10028993,237056,1,BOAT IN,Overnight,,FALSE,-121.848568,43.844482,11/8/2019,3/23/2020
586221,72481,Juniper Group,GROUP STANDARD AREA NONELECTRIC,Overnight,North Loop,TRUE,0,0,6/26/2018,3/1/2019
10054776,10054775,A01,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,5/26/2020,6/11/2020
96313,251430,2,STANDARD NONELECTRIC,Overnight,B,FALSE,-75.604978,35.235867,4/9/2015,6/10/2020
10012142,10012141,Westwater Group Site,GROUP STANDARD NONELECTRIC,Overnight,N/A,FALSE,-109.103972,39.088768,10/4/2019,2/7/2020
10060949,10060948,Site 001,STANDARD NONELECTRIC,Overnight,Lower,FALSE,0,0,6/25/2020,7/14/2020
102131,262810,15,STANDARD NONELECTRIC,Overnight,Main,TRUE,0,0,6/29/2017,4/12/2019
10004359,10004358,1,STANDARD ELECTRIC,Overnight,,FALSE,-84.634005,36.54572,3/26/2019,7/17/2019
10005415,10005414,Rock Creek Guard Station,CABIN ELECTRIC,Day,,FALSE,0,0,4/30/2019,11/9/2019
10006205,10006204,Beaver Creek Cabin,CABIN NONELECTRIC,Overnight,,FALSE,0,0,5/24/2019,8/9/2019
100151,252035,6,STANDARD NONELECTRIC,Overnight,FOURBIT FORD CAMPGROUND,FALSE,-122.405352,42.50051,12/8/2016,3/23/2020
10029024,236991,1,BOAT IN,Overnight,,FALSE,-121.890479,43.838011,11/8/2019,3/23/2020
10004658,10004657,Bay View House,CABIN ELECTRIC,Overnight,,FALSE,-70.074826,41.958112,4/4/2019,7/17/2019
568120,119090,1,STANDARD NONELECTRIC,Overnight,FAREWELL BEND CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
567970,119140,1/Host,MANAGEMENT,Overnight,UNION CREEK CAMPGROUND - ROGUE RIVER,FALSE,0,0,6/26/2018,4/12/2019
568220,119190,1,STANDARD NONELECTRIC,Overnight,FISH LAKE CAMPGROUND - ROGUE RIVER,FALSE,0,0,6/26/2018,4/12/2019
570020,119240,1,STANDARD NONELECTRIC,Overnight,DOE POINT CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
569532,119290,1,TENT ONLY NONELECTRIC,Overnight,Willaby,FALSE,-123.857946,47.462397,6/26/2018,3/23/2020
571020,120890,POLK CAMP,CABIN NONELECTRIC,Overnight,POLK CAMP,TRUE,-132.518337,55.356676,6/26/2018,3/23/2020
571871,121040,Group 1,GROUP STANDARD AREA NONELECTRIC,Overnight,THUNDERBIRD GROUP CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
574080,121440,14,STANDARD NONELECTRIC,Overnight,EIGHTMILE CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
575673,121890,The Laurels Picnic Area - Pavilion #2,GROUP PICNIC AREA,Day,THE LAURELS PICNIC AREA PAVILIONS,FALSE,-82.268835,36.24824,6/26/2018,3/23/2020
575320,121940,Watauga Point Recreation Area - Pavilion,GROUP PICNIC AREA,Day,WATAUGA POINT RECREATION AREA,TRUE,-82.086177,36.320492,6/26/2018,3/23/2020
580570,122940,1,STANDARD NONELECTRIC,Overnight,WYETH CAMPGROUND,TRUE,0,0,6/26/2018,8/24/2020
580371,122990,Katy Branch ,GROUP STANDARD AREA ELECTRIC,Day,Katy Branch ,FALSE,-82.527367,36.175383,6/26/2018,7/17/2019
581523,123390,6,EQUESTRIAN NONELECTRIC,Overnight,HIDDEN HORSE EQUESTRIAN CAMPGROUND,TRUE,-122.910314,41.219661,6/26/2018,6/3/2019
581323,123440,18,TENT ONLY NONELECTRIC,Overnight,LIMESTONE CAMPGROUND,FALSE,0,0,6/26/2018,4/12/2019
646073,253730,1,HIKE TO,Overnight,Hickory Hill ,FALSE,-81.4514,30.8327,4/4/2018,7/17/2019
102127,262752,site 3,TENT ONLY NONELECTRIC,Overnight,HEBO LAKE CAMPGROUND,TRUE,-123.794785,45.230379,6/22/2017,3/23/2020
579521,122540,1,STANDARD NONELECTRIC,Overnight,LOOKOUT ,FALSE,0,0,6/26/2018,9/20/2019
580370,123040,HORSE CREEK PAVILION,SHELTER NONELECTRIC,Day,HORSE CREEK PAVILION,FALSE,-82.657222,36.109167,6/26/2018,7/17/2019
96678,251521,1,MANAGEMENT,Overnight,Little Bass Lake,FALSE,0,0,4/23/2015,8/4/2020
567821,119040,Boley Field,GROUP STANDARD AREA NONELECTRIC,Overnight,BOLEY FIELD GROUP CAMPGROUND,FALSE,-80.528333,37.249722,6/26/2018,7/17/2019
10047959,10047958,1,STANDARD NONELECTRIC,Overnight,LMTRN,FALSE,0,0,3/25/2020,8/19/2020
10067347,10067346,Site 1,HIKE TO,Overnight,Haypress Campground,FALSE,0,0,7/24/2020,8/31/2020
103289,272228,10,STANDARD NONELECTRIC,Overnight,Loop 1,FALSE,-121.425578,43.724417,1/4/2018,6/9/2020
95180,251160,11,STANDARD NONELECTRIC,Overnight,North Loop,FALSE,-103.532514,46.951335,2/19/2015,3/23/2020
101362,255176,Liberty PM ,GROUP STANDARD AREA ELECTRIC,Day,Hancock Bend Boat Launch and Recreation Area,FALSE,-79.517763,40.705624,1/26/2017,8/18/2020
101912,256932,22,RV NONELECTRIC,Overnight,Big Meadow Campground,FALSE,-118.825107,36.719413,3/23/2017,4/21/2020
10003402,10003401,1,STANDARD NONELECTRIC,Overnight,,FALSE,-111.684035,46.643316,2/21/2019,11/1/2019
10056246,10056245,1,STANDARD NONELECTRIC,Overnight,East,TRUE,0,0,6/3/2020,6/26/2020
10007723,249291,166,STANDARD NONELECTRIC,Overnight,Mesquite,FALSE,0,0,7/1/2019,9/21/2019
10049021,10049020,11,TENT ONLY NONELECTRIC,Overnight,RedBridge,TRUE,0,0,4/9/2020,5/29/2020
95106,251044,Lower Shelter,GROUP SHELTER ELECTRIC,Day,NORTH HARTLAND LAKE BEACH (VT),FALSE,-72.366532,43.602678,1/29/2015,8/18/2020
10047121,10047120,1,STANDARD NONELECTRIC,Overnight,Loop 1,FALSE,0,0,3/5/2020,5/20/2020
10052228,10052227,1,RV ELECTRIC,Overnight,RV,FALSE,0,0,5/12/2020,5/28/2020
93024,246890,7,RV NONELECTRIC,Overnight,RV NONELECTRIC,TRUE,-81.22993,25.893994,5/2/2014,3/23/2020
10039898,264720,Elks Group Campground,GROUP STANDARD NONELECTRIC,Overnight,1,TRUE,0,0,1/14/2020,1/24/2020
98350,251820,Boat Gunnel,GROUP STANDARD ELECTRIC,Overnight,BOAT GUNNEL GROUP CAMPGROUND,FALSE,-83.502347,38.099272,2/4/2016,3/23/2020
10035082,10035081,1,STANDARD ELECTRIC,Overnight,,FALSE,-94.826233,35.316691,11/18/2019,8/18/2020
10054712,10054711,A01,STANDARD ELECTRIC,Overnight,A,FALSE,0,0,5/26/2020,6/11/2020
10064580,10064579,1,STANDARD NONELECTRIC,Overnight,Udall Park ,TRUE,0,0,7/14/2020,7/25/2020
93900,250850,8,STANDARD NONELECTRIC,Overnight,ROCKHAVEN PARK EQUESTRIAN CAMPGROUND,FALSE,-95.376862,38.891341,5/29/2014,8/18/2020
100075,253491,GRANITE BUTTE LOOKOUT,LOOKOUT,Overnight,GRANITE BUTTE LOOKOUT,FALSE,-112.464767,46.863017,12/8/2016,3/23/2020
10040623,10040622,1,STANDARD NONELECTRIC,Overnight,,FALSE,0,0,1/24/2020,5/25/2020
10039888,10039887,1D,TENT ONLY NONELECTRIC,Overnight,A,FALSE,-121.110083,39.428798,1/14/2020,3/23/2020
10053760,10053759,Hurricane Landing 1,MANAGEMENT,Overnight,Main Loop,FALSE,0,0,5/21/2020,5/28/2020
10007208,10007207,1,SHELTER NONELECTRIC,Day,,TRUE,0,0,6/18/2019,7/17/2019
97209,251609,3,STANDARD NONELECTRIC,Overnight,CHITTENDEN BROOK CAMPGROUND,FALSE,-72.910815,43.825474,6/25/2015,3/23/2020
105070,274314,7,RV NONELECTRIC,Overnight,Silver Valley CG,FALSE,-119.987022,38.480015,4/26/2018,3/23/2020
10005280,10005279,Tailwater Shelter,GROUP SHELTER ELECTRIC,Day,,TRUE,0,0,4/22/2019,6/2/2020
10036907,10036906,PS1,GROUP SHELTER ELECTRIC,Day,,FALSE,0,0,12/3/2019,12/19/2019
10040049,10040047,2D,STANDARD NONELECTRIC,Overnight,,FALSE,-121.121673,39.417556,1/14/2020,5/26/2020
10048054,10048053,1,STANDARD NONELECTRIC,Overnight,PIONEER,FALSE,0,0,3/25/2020,5/27/2020
10048899,10048898,1,STANDARD NONELECTRIC,Overnight,YPINE,FALSE,0,0,4/9/2020,6/10/2020
94780,250901,6,STANDARD NONELECTRIC,Overnight,Bonita Canyon Campground,FALSE,-109.354773,32.011705,10/30/2014,4/27/2020
99732,252494,Cache Mountain,CABIN NONELECTRIC,Overnight,Cache Mountain,FALSE,-147.243333,65.426667,12/8/2016,7/2/2019
101371,255201,140,HIKE TO,Overnight,Colonial Creek South Campground,FALSE,-121.096326,48.687295,2/2/2017,7/17/2019
10007155,10007154,Hemlock Shelter,GROUP STANDARD AREA NONELECTRIC,Day,,TRUE,0,0,6/18/2019,8/4/2020
10048254,10048253,1,STANDARD NONELECTRIC,Overnight,LWRNAR,FALSE,0,0,3/25/2020,5/7/2020
10054679,10054678,A01,STANDARD NONELECTRIC,Overnight,A,FALSE,0,0,5/26/2020,6/11/2020
